ID,PUNTO_DE_CONEXION,DOMICILIO,COLONIA-COMUNIDAD,ZONA,LOCALIDAD,SEDE,LATITUD,LONGITUD,PROGRAMA,TIPO,BENEFICIARIOS,FASE,ICONO
138,11DJN2612Z,Comunidad San Francisco De Duran Carretera Santa Ana Del Conde,San Francisco De Duran,rural,SAN FRANCISCO DE DURAN (SAN AGUSTIN DEL MIRAS,Escuela,21.00723,-101.62144,Otro,Sin informacion,86,Instalado,pin
139,11DJN2824B,San Jose Del Potrero Boulevard Vicente Valtierra,San Jose Del Potrero,urbana,SAN JOSE DEL POTRERO,Escuela,21.12926,-101.59872,Otro,Sin informacion,168,Instalado,pin
140,11DJN2870N,Puerta De San German Carretera Leon-Ciudad Manuel Doblado,Puerta De San German,rural,PUERTA DE SAN GERMAN (MORELOS),Escuela,21.03344,-101.76685,Otro,Sin informacion,38,Instalado,pin
141,11DJN2889L,Pino El Gran Jardin,La Patiña,rural,LA PATIÑA,Escuela,21.19642,-101.70639,Otro,Sin informacion,51,Instalado,pin
142,11DJN3762M,Federico Raiffeisen S/N,Conjunto Habitacional Coecillo,urbana,León de los Aldama,Escuela,21.16452,-101.64394,Otro,Sin informacion,104,Instalado,pin
143,11DJN4347E,Calle San Jose Carretera A San Pedro Del Monte Numero Exterior: S,San Isidro De Las Colonias,urbana,SAN ISIDRO DE LAS COLONIAS,Escuela,21.0353,-101.72505,Otro,Sin informacion,46,Instalado,pin
144,11DJN4374B,"Calle Aquiles Serdan Numero Exterior: Sn, Ejido La Joya, Codigo P",La Joya,urbana,EJIDO LA JOYA,Escuela,21.142942,-101.737586,Otro,Sin informacion,84,Instalado,pin
145,11DJN4389D,Guadalupe Victoria S/N,San Carlos La Rocha,rural,León de los Aldama,Escuela,21.07034,-101.5862,Otro,Sin informacion,49,Instalado,pin
146,11DJN4393Q,De La Lira Num. 130,Delta De Jerez,urbana,León de los Aldama,Escuela,21.08565,-101.62854,Otro,Sin informacion,158,Instalado,pin
147,11DJN4394P,Bahia Del Sena Esquina Bahia Puerto Principe S/N,Delta 2000,urbana,León de los Aldama,Escuela,21.07761,-101.62772,Otro,Sin informacion,230,Instalado,pin
148,11DJN4395O,Fundadores S/N,Lomas De Medina,urbana,León de los Aldama,Escuela,21.14579,-101.61733,Otro,Sin informacion,197,Instalado,pin
149,11DJN4417J,"Boulevard Karol Wojtyla Numero Exterior: Sn, Fraccionamiento Vill",Villas De San Nicolas,urbana,León de los Aldama,Escuela,21.11598,-101.58891,Otro,Sin informacion,253,Instalado,pin
150,11DJN4429O,Valle De Agua Nueva S/N Colonia Valle San Bernardo,Valle San Bernardo,urbana,León de los Aldama,Escuela,21.15851,-101.63117,Otro,Sin informacion,116,Instalado,pin
151,11DJN4480L,Fray Ricardo Num. 202 Avenida Olimpica,Ampliacion San Francisco,urbana,León de los Aldama,Escuela,21.09603,-101.59905,Otro,Sin informacion,96,Instalado,pin
152,11DJN4503F,Avenida Valle Usumacinta Num. 101 Boulevard Epsilon,Valle Dorado,urbana,León de los Aldama,Escuela,21.07892,-101.6183,Otro,Sin informacion,175,Instalado,pin
153,11DJN4561W,Avenida Joyas De Castilla S/N,Joyas De Castilla Plus,urbana,León de los Aldama,Escuela,21.134322,-101.756041,Otro,Sin informacion,172,Instalado,pin
154,11DJN4562V,"Calle Ferroniquel Numero Exterior: Sn, Fraccionamiento Villas De ",Villas De Nuestra Señora De La Luz,urbana,León de los Aldama,Escuela,21.096559,-101.578886,Otro,Sin informacion,130,Instalado,pin
155,11DJN4625Q,Ganimides Num. Sn,Observatorio,urbana,León de los Aldama,Escuela,21.136276,-101.725811,Otro,Sin informacion,127,Instalado,pin
156,11DJN4633Z,Presa De Sardeneta Camino A Ojo De Agua De Los Reyes,Presa De Sardeneta,urbana,PRESA DE SARDENETA,Escuela,21.175833,-101.627222,Otro,Sin informacion,66,Instalado,pin
157,11DML0013P,Huicholes Num. 102,Bugambilias,urbana,León de los Aldama,Escuela,21.11955,-101.65189,Otro,Sin informacion,115,Instalado,pin
158,11DML0018K,Boulevard Gonzalez Bocanegra Num. 5412,Jardines De Jerez,urbana,León de los Aldama,Escuela,21.09878,-101.64137,Otro,Sin informacion,179,Instalado,pin
159,11DML0043J,Plomo Y Musgos S/N Arboledas De Ibarrilla,No Aplica,urbana,León de los Aldama,Escuela,21.16428,-101.6602,Otro,Sin informacion,116,Instalado,pin
160,11DML0044I,Huicholes Num. 102,Bugambilias,urbana,León de los Aldama,Escuela,21.11955,-101.65189,Otro,Sin informacion,67,Instalado,pin
161,11DML0045H,Huicholes Num. 102,Bugambilias,urbana,León de los Aldama,Escuela,21.11955,-101.65189,Otro,Sin informacion,85,Instalado,pin
162,11DML0046G,Huicholes Num. 102,Bugambilias,urbana,León de los Aldama,Escuela,21.11955,-101.65189,Otro,Sin informacion,104,Instalado,pin
163,11DML0048E,"Calle Filosofos Y Compositores Numero Exterior: Sn, Fraccionamien",Panorama,urbana,León de los Aldama,Escuela,21.14965,-101.70136,Otro,Sin informacion,94,Instalado,pin
164,11DPR0328F,Luis Freg Num. 304-A,Plaza De Toros,urbana,León de los Aldama,Escuela,21.1009,-101.69466,Otro,Sin informacion,230,Instalado,pin
165,11DPR0544V,Valle De La Charca S/N,Valle San Bernardo,urbana,León de los Aldama,Escuela,21.15591,-101.6309,Otro,Sin informacion,451,Instalado,pin
166,11DPR1003G,Carretera Carretera Salida De Los Gomez508,Peñitas,urbana,León de los Aldama,Escuela,21.14458,-101.68037,Otro,Sin informacion,342,Instalado,pin
167,11DPR1035Z,Antonio Alzate Num. 301,Fraccionamiento Hidalgo,urbana,León de los Aldama,Escuela,21.14124,-101.67006,Otro,Sin informacion,150,Instalado,pin
168,11DPR1037X,Rodrigo De Vazquez S/N,Las Trojes,urbana,León de los Aldama,Escuela,21.13519,-101.66635,Otro,Sin informacion,377,Instalado,pin
169,11DPR1062W,Cofre Del Perote S/N,Cerrito De Jerez,urbana,León de los Aldama,Escuela,21.08742,-101.63091,Otro,Sin informacion,222,Instalado,pin
170,11DPR1100I,Antiguo Camino A Comanja,La Patiña,urbana,LA PATIÑA,Escuela,21.19582,-101.7049,Otro,Sin informacion,179,Instalado,pin
171,11DPR1114L,Santa Ana Del Conde Atras Del Antiguo Seminario,Santa Ana Del Conde,rural,ALVARO OBREGON (SANTA ANA DEL CONDE),Escuela,20.96202,-101.58355,Otro,Sin informacion,72,Instalado,pin
172,11DPR1164T,Santander Num. 1703 Ajusco,Piletas,urbana,León de los Aldama,Escuela,21.13849,-101.70776,Otro,Sin informacion,351,Instalado,pin
173,11DPR1345C,"Calle Cruz De Palma Numero Exterior: 105 , Ejido La Joya, Codigo ",La Joya,urbana,EJIDO LA JOYA,Escuela,21.14069,-101.73911,Otro,Sin informacion,430,Instalado,pin
174,11DPR1538R,Panama Num. 142,Obrera,urbana,León de los Aldama,Escuela,21.12994,-101.68954,Otro,Sin informacion,195,Instalado,pin
175,11DPR1542D,Maria Conesa Num. 121,Olivos,urbana,León de los Aldama,Escuela,21.11258,-101.69814,Otro,Sin informacion,418,Instalado,pin
176,11DPR1543C,Carretera Leon-San Francisco Del Rincon Carretera Leon-San Franci,La Mora,rural,LA MORA,Escuela,21.06612,-101.76323,Otro,Sin informacion,141,Instalado,pin
177,11DPR1544B,Calle Principal Desviacion Autopista San Fco-Silao,La Reserva,rural,LA RESERVA,Escuela,21.07825,-101.74548,Otro,Sin informacion,105,Instalado,pin
178,11DPR1564P,Avenida Planeta Y Virginia Vazquez  Limones,Los Limones,urbana,León de los Aldama,Escuela,21.10855,-101.70041,Otro,Sin informacion,432,Instalado,pin
179,11DPR1833T,Santa Ana Del Conde Atras Del Antiguo Seminario,Santa Ana Del Conde,rural,ALVARO OBREGON (SANTA ANA DEL CONDE),Escuela,20.96202,-101.58355,Otro,Sin informacion,351,Instalado,pin
180,11DPR1834S,Irapuato Num. 1200,Industrial,urbana,León de los Aldama,Escuela,21.1336,-101.69745,Otro,Sin informacion,720,Instalado,pin
181,11DPR1917A,Mizar S/N,Fraccionamiento Observatorio Ii,urbana,León de los Aldama,Escuela,21.1441,-101.733326,Otro,Sin informacion,436,Instalado,pin
182,11DPR1922M,Ejido Pompa,Ejido Pompa,rural,León de los Aldama,Escuela,21.08793,-101.69023,Otro,Sin informacion,181,Instalado,pin
183,11DPR2091Y,Prolongacion La Merced Num. 1608,Santa Rita,urbana,León de los Aldama,Escuela,21.10364,-101.70253,Otro,Sin informacion,370,Instalado,pin
184,11DPR2119N,Puerta De San German Pie De Carretera Leon-Cd. Manuel Doblado,Puerta De San German,rural,PUERTA DE SAN GERMAN (MORELOS),Escuela,21.03385,-101.77609,Otro,Sin informacion,156,Instalado,pin
185,11DPR2141P,San Pedro Del Monte Hospital Psiquiatrico,San Pedro Del Monte,rural,SAN PEDRO DEL MONTE (EL HOSPITAL),Escuela,21.03295,-101.71465,Otro,Sin informacion,388,Instalado,pin
186,11DPR2320A,"Calle Rossini Numero Exterior: 1 , Colonia Las Arboledas, Codigo ",Las Arboledas,urbana,León de los Aldama,Escuela,21.1026,-101.66695,Otro,Sin informacion,16,Instalado,pin
187,11DPR2339Z,Jorullo S/N,Piletas,urbana,León de los Aldama,Escuela,21.13786,-101.70823,Otro,Sin informacion,381,Instalado,pin
188,11DPR2542K,Arabia Y Tiberiades S/N,San Felipe De Jesus,urbana,León de los Aldama,Escuela,21.13589,-101.64738,Otro,Sin informacion,371,Instalado,pin
189,11DPR2654O,"Prolongacion La Merced Numero Exterior: 1606 , Colonia Santa Rita",Santa Rita,urbana,León de los Aldama,Escuela,21.10323,-101.70293,Otro,Sin informacion,194,Instalado,pin
190,11DPR2682K,San Antonio Carretera Leon-San Felipe,San Antonio,urbana,SAN ANTONIO DE PADUA,Escuela,21.25928,-101.716,Otro,Sin informacion,33,Instalado,pin
191,11DPR2704F,Camino Al Ojo De Agua De Los Reyes Oficinas Partido Accion Nacion,Ojo De Agua De Los Reyes,rural,OJO DE AGUA DE LOS REYES,Escuela,21.18884,-101.62206,Otro,Sin informacion,148,Instalado,pin
192,11DPR2706D,Tacambaro Num. 201,La Brisa,urbana,León de los Aldama,Escuela,21.13112,-101.67491,Otro,Sin informacion,376,Instalado,pin
193,11DPR2716K,La Luz S/N Calle Principal De Duarte,Comunidad Duarte,rural,DUARTE,Escuela,21.08413,-101.5187,Otro,Sin informacion,361,Instalado,pin
194,11DPR2788D,Arabia Y Tiberiades S/N,San Felipe De Jesus,urbana,León de los Aldama,Escuela,21.13589,-101.64738,Otro,Sin informacion,400,Instalado,pin
195,11DPR2957I,"Calle Silao Numero Exterior: 302 , Colonia Industrial (Hab.), Cod",Industrial (Hab.),urbana,León de los Aldama,Escuela,21.13239,-101.69441,Otro,Sin informacion,162,Instalado,pin
196,11DPR2965R,"Calle San Ulises De Abajo Numero Exterior: 602 , Ejido San Juan D",San Juan De Abajo,urbana,SAN JUAN DE ABAJO,Escuela,21.058284,-101.637996,Otro,Sin informacion,428,Instalado,pin
197,11DPR3219T,Cofre Del Perote S/N,Cerrito De Jerez,urbana,León de los Aldama,Escuela,21.08742,-101.63091,Otro,Sin informacion,201,Instalado,pin
198,11DPR3276K,Fontaneros Num. 305,Hacienda De Echeveste,urbana,León de los Aldama,Escuela,21.176278,-101.668754,Otro,Sin informacion,379,Instalado,pin
199,11DPR3280X,Martha Num. 104,Loma Bonita,urbana,León de los Aldama,Escuela,21.1153,-101.69396,Otro,Sin informacion,207,Instalado,pin
200,11DPR3374L,Sodio Y Potasio S/N,Valle De Señora,urbana,León de los Aldama,Escuela,21.159802,-101.652412,Otro,Sin informacion,415,Instalado,pin
201,11DPR3442S,"Calle Pascal Kant Numero Exterior: 402 , Fraccionamiento Centro F",Centro Familiar Soledad,urbana,CENTRO FAMILIAR LA SOLEDAD,Escuela,21.13931,-101.75396,Otro,Sin informacion,632,Instalado,pin
202,11DPR3455W,Valle De La Charca S/N,Valle San Bernardo,urbana,León de los Aldama,Escuela,21.15591,-101.6309,Otro,Sin informacion,436,Instalado,pin
203,11DPR3523C,Nicolas Calvo S/N,Benito Juarez,urbana,León de los Aldama,Escuela,21.13847,-101.64957,Otro,Sin informacion,377,Instalado,pin
204,11DPR3687M,"Calle Cruz De Palma Numero Exterior: 105 , Ejido La Joya, Codigo ",La Joya,urbana,EJIDO LA JOYA,Escuela,21.14069,-101.73911,Otro,Sin informacion,364,Instalado,pin
205,11DPR3718P,Patrona De La Musica S/N,Santa Cecilia,urbana,León de los Aldama,Escuela,21.18726,-101.6735,Otro,Sin informacion,651,Instalado,pin
206,11DPR3719O,Patrona De La Musica S/N,Santa Cecilia,urbana,León de los Aldama,Escuela,21.18726,-101.6735,Otro,Sin informacion,381,Instalado,pin
207,11DPR3811V,Boulevard Timoteo Lozano Num. 1004,La Moreña,urbana,León de los Aldama,Escuela,21.07288,-101.6448,Otro,Sin informacion,414,Instalado,pin
208,11DPR3834F,"Calle Kiruna Numero Exterior: 417 , Fraccionamiento Agua Azul, Co",Agua Azul,urbana,León de los Aldama,Escuela,21.10347,-101.61317,Otro,Sin informacion,617,Instalado,pin
209,11DPR3858P,Esperanza De Alfaro Boulevard Vicente Valtierra,Esperanza De Alfaro,urbana,León de los Aldama,Escuela,21.14854,-101.60794,Otro,Sin informacion,184,Instalado,pin
210,11DPR3861C,"Calle Ambar Numero Exterior: 320 , Fraccionamiento Villas De San ",Villas De San Juan,urbana,León de los Aldama,Escuela,21.093224,-101.587727,Otro,Sin informacion,730,Instalado,pin
211,11DPR3867X,Avenida Las Villas Num. 115 Avenida Olimpica,Ampliacion San Francisco,urbana,León de los Aldama,Escuela,21.09578,-101.59816,Otro,Sin informacion,622,Instalado,pin
212,11DPR3886L,"Calle Principal Club Cinegetico Del Bajio Numero Exterior: Sn, Ha",San Jose Del Potrero,urbana,SAN JOSE DEL POTRERO,Escuela,21.12927,-101.59938,Otro,Sin informacion,602,Instalado,pin
213,11DPR3905J,Avenida Valle De Fatima S/N,Valle De La Luz,urbana,León de los Aldama,Escuela,21.10294,-101.60207,Otro,Sin informacion,363,Instalado,pin
214,11DPR3907H,Hermosillo S/N Carretera Leon- San Felipe,Hacienda Arriba San Jose,rural,HACIENDA ARRIBA (SAN JOSE DE LA CONCEPCION),Escuela,21.23006,-101.70521,Otro,Sin informacion,76,Instalado,pin
215,11DPR3937B,"Calle Villa Sidney Numero Exterior: Sn, Fraccionamiento Las Villa",Las Villas,urbana,León de los Aldama,Escuela,21.097519,-101.606953,Otro,Sin informacion,433,Instalado,pin
216,11DPR3941O,Fraccionamiento Teresita Valadez Num. Sn Carretera Leon-Las Joyas,Sinarquistas,urbana,León de los Aldama,Escuela,21.1438,-101.74875,Otro,Sin informacion,411,Instalado,pin
217,11DPR3956Q,"Calle Cumbre Chimborazo Numero Exterior: Sn, Colonia Cumbres De L",Cumbres De La Gloria,urbana,León de los Aldama,Escuela,21.090618,-101.766017,Otro,Sin informacion,425,Instalado,pin
218,11DPT0003O,"Calle Restauradores Numero Exterior: Sn, Colonia San Jose De Dura",San Jose De Duran (Los Troncoso),urbana,León de los Aldama,Escuela,21.06646,-101.675607,Otro,Sin informacion,0,Instalado,pin
219,11DPT0007K,"Avenida Obeliscos Numero Exterior: Sn, Fraccionamiento Jardines D",Jardines De San Pedro,urbana,León de los Aldama,Escuela,21.109259,-101.631139,Otro,Sin informacion,0,Instalado,pin
220,11DPT0013V,"Calle Marquez Numero Exterior: Sn, Fraccionamiento Real Providenc",Real Providencia,urbana,León de los Aldama,Escuela,21.137564,-101.652353,Otro,Sin informacion,0,Instalado,pin
221,11DST0080Q,Balcon De Los Pardillos Num. Sn,Colinas De La Joya,urbana,León de los Aldama,Escuela,21.12739,-101.74548,Otro,Sin informacion,929,Instalado,pin
222,11DTV0025K,Mileto Num. 409,San Pablo,urbana,León de los Aldama,Escuela,21.17118,-101.6425,Otro,Sin informacion,290,Instalado,pin
223,11DTV0026J,Emiliano Zapata Num. Sn,Duarte,rural,DUARTE,Escuela,21.08295,-101.518,Otro,Sin informacion,89,Instalado,pin
224,11EJN0253O,Antiguo Camino A San Felipe Num. 105 Colonia La India,Ibarrilla,urbana,IBARRILLA,Escuela,21.18693,-101.64992,Otro,Sin informacion,170,Instalado,pin
225,11EJN0299J,Valle Mesorea Num. 501,Valle De San Jose,urbana,León de los Aldama,Escuela,21.07223,-101.63207,Otro,Sin informacion,417,Instalado,pin
226,11EPR0166J,"Calle Benito Juarez Numero Exterior: 231 , Colonia Centro, Codigo",Centro,urbana,León de los Aldama,Escuela,21.12036,-101.68349,Otro,Sin informacion,404,Instalado,pin
227,11EPR0207T,Aquiles Serdan Num. 124,Zona Centro,urbana,León de los Aldama,Escuela,21.12345,-101.68464,Otro,Sin informacion,375,Instalado,pin
228,11EPR0210G,Bahia Puerto Principe S/N,Delta 2000,urbana,León de los Aldama,Escuela,21.076744,-101.629318,Otro,Sin informacion,409,Instalado,pin
229,11EPR0220N,Campeche  Y Peru Num. Sn,Obrera,urbana,León de los Aldama,Escuela,21.1251,-101.69286,Otro,Sin informacion,754,Instalado,pin
230,11EPR0225I,Principal S/N Pie De Carretera Leon-Cueramaro,Ejido Los Arcos,rural,LOS ARCOS,Escuela,21.04827,-101.6894,Otro,Sin informacion,319,Instalado,pin
231,11EPR0395C,Camino Viejo A Lagos S/N Y Griega Carretera Leon- Lagos De Moreno,Lagunillas,rural,LAGUNILLAS,Escuela,21.20174,-101.76388,Otro,Sin informacion,219,Instalado,pin
232,11EPR0534N,Miguel Aleman Num. 202,Zona Centro,urbana,León de los Aldama,Escuela,21.1252,-101.68554,Otro,Sin informacion,231,Instalado,pin
233,11EPR0700V,Campanario Num. 159,San Pedro De Los Hernandez,urbana,León de los Aldama,Escuela,21.12322,-101.63634,Otro,Sin informacion,405,Instalado,pin
234,11EPR0751B,Avenida Continental Y Europa S/N,Parques De La Noria,urbana,León de los Aldama,Escuela,21.07368,-101.63915,Otro,Sin informacion,408,Instalado,pin
235,11EPR0756X,Honda De San Miguel Num. 1002,San Miguel,urbana,León de los Aldama,Escuela,21.09885,-101.68664,Otro,Sin informacion,191,Instalado,pin
236,11EST0001M,"Calle Via Campos Otoñales Numero Exterior: 103 , Fraccionamiento ",Albazul Residencial,urbana,León de los Aldama,Escuela,21.097061,-101.620058,Otro,Sin informacion,307,Instalado,pin
237,11ETC0004I,"Boulevard Tellez Cruces Numero Exterior: Sn, Colonia Leon I, Codi",Leon I,urbana,León de los Aldama,Escuela,21.14701,-101.63609,Otro,Sin informacion,0,Instalado,pin
238,11ETC0016N,Vicente Gonzalez Del Castillo Num. 438,Las Hilamas,urbana,León de los Aldama,Escuela,21.10151,-101.73333,Otro,Sin informacion,0,Instalado,pin
239,11ETC0034C,"Calle Fray Luis De Herrera Numero Exterior: Sn, Colonia Villa Ins",Villa Insurgentes,urbana,León de los Aldama,Escuela,21.14781,-101.66653,Otro,Sin informacion,0,Instalado,pin
240,11ETH0002F,Cadmio Num. 208,Valle De Señora,urbana,León de los Aldama,Escuela,21.15907,-101.65096,Otro,Sin informacion,0,Instalado,pin
241,11ETH0003E,Cadmio Num. 208,Valle De Señora,urbana,León de los Aldama,Escuela,21.15907,-101.65096,Otro,Sin informacion,0,Instalado,pin
242,11ETH0004D,"Calle Girasol Numero Exterior: Sn,Congregacion Duarte, Codigo Pos",Duarte,rural,DUARTE,Escuela,21.08576,-101.53044,Otro,Sin informacion,0,Instalado,pin
243,11ETH0005C,Lagunillas (Primaria Rural Benito Juarez),No Aplica,rural,LAGUNILLAS,Escuela,21.201923,-101.76379,Otro,Sin informacion,0,Instalado,pin
244,11ETH0007A,Jardin De Las Margaritas Num. 121,Jardines De Echeveste,urbana,León de los Aldama,Escuela,21.08156,-101.64539,Otro,Sin informacion,0,Instalado,pin
245,11ETH0008Z,Avenida Los Estudiantes S/N (Ex-Bodega Conasupo),No Aplica,rural,LOS SAUCES,Escuela,21.02477,-101.54116,Otro,Sin informacion,0,Instalado,pin
246,11ETH0009Z,"Calle Valle Del Pasillo Numero Exterior: Sn,Colonia Valle Dorado,",Valle Dorado,urbana,León de los Aldama,Escuela,21.08151,-101.62083,Otro,Sin informacion,0,Instalado,pin
247,11ETH0010O,Santa Lourdes Num. 501-A,San Pedro Plus,urbana,León de los Aldama,Escuela,21.124817,-101.638748,Otro,Sin informacion,0,Instalado,pin
248,11ETH0011N,San Pedro Del Monte,No Aplica,rural,SAN PEDRO DEL MONTE (EL HOSPITAL),Escuela,21.03071,-101.71589,Otro,Sin informacion,0,Instalado,pin
249,11ETH0012M,"Calle Santa Ana Del Conde Numero Exterior: Sn,Granja Santa Ana De",Santa Ana Del Conde,rural,ALVARO OBREGON (SANTA ANA DEL CONDE),Escuela,20.96439,-101.58337,Otro,Sin informacion,0,Instalado,pin
250,11ETH0117G,"Calle Nueva Orleans Numero Exterior: 312 , Colonia Las Americas, ",Las Americas,urbana,León de los Aldama,Escuela,21.10855,-101.69425,Otro,Sin informacion,0,Instalado,pin
251,11ETH0120U,"Calle San Jose Del Potrero Numero Exterior: Sn, Colonia Desarroll",Desarrollo El Potrero,urbana,León de los Aldama,Escuela,21.124542,-101.601439,Otro,Sin informacion,0,Instalado,pin
252,11ETH0242E,Sauz Seco (Telesecundaria No. 795 Km 17),No Aplica,rural,SAUZ SECO,Escuela,21.174166,-101.541388,Otro,Sin informacion,0,Instalado,pin
253,11ETH0252L,"Calle Lucio Blanco (Los Gavilanes) Numero Exterior: Sn, Ejido Luc",Lucio Blanco,rural,LUCIO BLANCO (LOS GAVILANES),Escuela,21.11528,-101.55032,Otro,Sin informacion,0,Instalado,pin
254,11ETH0266O,Faro La Sandia Pie De Carretera Entrada A La Sandia,No Aplica,rural,PLAN GUANAJUATO (LA SANDIA),Escuela,20.91918,-101.70237,Otro,Sin informacion,0,Instalado,pin
255,11ETH0279S,Boulevard Obrero Mundial S/N,Piscina,urbana,León de los Aldama,Escuela,21.10596,-101.70863,Otro,Sin informacion,0,Instalado,pin
256,11ETH0281G,Heroes De La Independencia Num. 2306 (Enfrente Del Hospital La Lu,Mision De La Luz,urbana,León de los Aldama,Escuela,21.12189,-101.65131,Otro,Sin informacion,0,Instalado,pin
257,11ETH0282F,Del Dorado Num. 316,Valle De Jerez,urbana,León de los Aldama,Escuela,21.0805,-101.6343,Otro,Sin informacion,0,Instalado,pin
258,11ETH0283E,Avenida 21 De Marzo S/N (Frente A Tostadas Charras),Vibar,urbana,León de los Aldama,Escuela,21.12815,-101.7143,Otro,Sin informacion,0,Instalado,pin
259,11ETH0290O,"Boulevard Mariano Escobedo Numero Exterior: Sn, Colonia Leon Ii, ",Leon Ii,urbana,León de los Aldama,Escuela,21.121787,-101.731336,Otro,Sin informacion,0,Instalado,pin
260,11ETK0019T,Nuevo Lindero Camino Rural San Judas-Santa Ana Del Conde,Nuevo Lindero,rural,NUEVO LINDERO,Escuela,20.95722,-101.63705,Otro,Sin informacion,0,Instalado,pin
261,11ETK0212Y,"Calle Capellania De Loera Numero Exterior: Sn,Rancho O Rancheria ",Capellania De Loera,rural,CAPELLANIA DE LOERA,Escuela,21.03811,-101.59497,Otro,Sin informacion,0,Instalado,pin
262,11ETK0226A,"Calle Valle Del Pasillo Numero Exterior: Sn,Colonia Valle Dorado,",Valle Dorado,urbana,León de los Aldama,Escuela,21.08151,-101.62083,Otro,Sin informacion,0,Instalado,pin
263,11ETK0342R,"Calle Barretos Santa Ana Del Conde Numero Exterior: Sn, Ejido Bar",Barretos,rural,BARRETOS,Escuela,20.93714,-101.6433,Otro,Sin informacion,0,Instalado,pin
264,11ETK0343Q,"Calle Huayna Potosina Numero Exterior: 204 , Colonia Colonia Lati",Colonia Latinoamericana,urbana,COLONIA LATINOAMERICANA,Escuela,21.03048,-101.70505,Otro,Sin informacion,0,Instalado,pin
265,11ETK0344P,"Calle El Resplandor (El Chorro) Numero Exterior: Sn, Rancho O Ran",El Resplandor (El Chorro),rural,EL RESPLANDOR (EL CHORRO),Escuela,21.000038,-101.604686,Otro,Sin informacion,0,Instalado,pin
266,11ETK0345O,"Calle La Laborcita Numero Exterior: Sn, Ejido La Laborcita, Codig",La Laborcita,rural,LA LABORCITA,Escuela,21.10796,-101.55244,Otro,Sin informacion,0,Instalado,pin
267,11ETK0346N,"Calle San Francisco Numero Exterior: Sn, Rancho O Rancheria San F",San Francisco De Duran (San Agustin Mirasol),rural,SAN FRANCISCO DE DURAN (SAN AGUSTIN DEL MIRAS,Escuela,21.00863,-101.62021,Otro,Sin informacion,0,Instalado,pin
268,11ETK0347M,"Calle Dario Valdivia Numero Exterior: Sn, Ejido San Jose Del Resp",San Jose Del Resplandor (El Capricho),rural,SAN JOSE DEL RESPLANDOR (EL CAPRICHO),Escuela,20.9986,-101.6932,Otro,Sin informacion,0,Instalado,pin
269,11ETV0032T,Carteros Num. 102,Fraccionamiento Santo Domingo,urbana,León de los Aldama,Escuela,21.09071,-101.66884,Otro,Sin informacion,185,Instalado,pin
270,11ETV0119Y,El Ramillete Carretera Leon- Ciudad Manuel Doblado,Puerta De San German,rural,EL RAMILLETE,Escuela,21.03956,-101.76878,Otro,Sin informacion,147,Instalado,pin
271,11ETV0365H,Camino Viejo A Lagos S/N,Lagunillas,rural,LAGUNILLAS,Escuela,21.2036,-101.76553,Otro,Sin informacion,160,Instalado,pin
272,11ETV0582W,"Calle Albarradones Carretera Leon Comanjilla Numero Exterior: Sn,",Albarradones,rural,ALBARRADONES,Escuela,21.0422,-101.50137,Otro,Sin informacion,151,Instalado,pin
273,11ETV0796X,Nueva Galicia S/N,Vibar,urbana,León de los Aldama,Escuela,21.1285,-101.71902,Otro,Sin informacion,320,Instalado,pin
274,11ETV0797W,"Calle Huayna Potosina Numero Exterior: 204 , Colonia Colonia Lati",Colonia Latinoamericana,urbana,COLONIA LATINOAMERICANA,Escuela,21.03048,-101.70505,Otro,Sin informacion,179,Instalado,pin
275,11ETV1003E,Mesa De Ibarrilla Salida A Ibarrilla,Mesa De Ibarrilla,rural,MESA DE IBARRILLA,Escuela,21.22037,-101.63424,Otro,Sin informacion,52,Instalado,pin
276,11ETV1080J,Timoteo Lozano S/N,La Libertad,urbana,León de los Aldama,Escuela,21.06194,-101.62239,Otro,Sin informacion,181,Instalado,pin
277,11ETV1091P,Baya,San Jose Del Alto,urbana,León de los Aldama,Escuela,21.07636,-101.61143,Otro,Sin informacion,145,Instalado,pin
278,11ETV1092O,Calle Principal Pasando La Via Del Ferrocarril,San Juan De Abajo,urbana,SAN JUAN DE ABAJO,Escuela,21.05765,-101.63799,Otro,Sin informacion,139,Instalado,pin
279,11ETV1094M,Gaviota Num. 1000 Carretera Leon- Duarte,San Nicolas De Los Gonzalez,urbana,SAN NICOLAS DE LOS GONZALEZ,Escuela,21.11544,-101.58418,Otro,Sin informacion,169,Instalado,pin
280,11ETV1129L,Avenida Barajas Num. Sn,No Aplica,rural,RANCHO SAN JOSE DE LOS SAPOS,Escuela,21.025058,-101.74583,Otro,Sin informacion,145,Instalado,pin
281,11NDI0015Z,Cuitlahuac S/N Esquina Cholula,Azteca,urbana,León de los Aldama,Escuela,21.09949,-101.64902,Otro,Sin informacion,0,Instalado,pin
282,11NDI0021J,"Boulevard Venustiano Carranza Numero Exterior: 604 , Colonia Los ",Los Fresnos,urbana,León de los Aldama,Escuela,21.10373,-101.68774,Otro,Sin informacion,0,Instalado,pin
283,11PBH0001X,"Calle Noriega Numero Exterior: 104 , Colonia Obregon, Codigo Post",Obregon,urbana,León de los Aldama,Escuela,21.131674,-101.686611,Otro,Sin informacion,0,Instalado,pin
