ID,PUNTO_DE_CONEXION,DOMICILIO,COLONIA-COMUNIDAD,ZONA,LOCALIDAD,SEDE,LATITUD,LONGITUD,PROGRAMA,TIPO,BENEFICIARIOS,FASE,ICONO
284,11PBH0017Y,"Boulevard Juan Alonso De Torres Numero Exterior: 1041 , Colonia S",San Jose Del Consuelo,urbana,León de los Aldama,Escuela,21.147688,-101.653305,Otro,Sin informacion,0,Instalado,pin
285,11PBH0019W,"Calle Aurelio Luis Gallardo Numero Exterior: 405 , Colonia Indust",Industrial (Hab.),urbana,León de los Aldama,Escuela,21.133135,-101.690819,Otro,Sin informacion,0,Instalado,pin
286,11PBH0030S,Independencia Num. 137,Zona Centro,urbana,León de los Aldama,Escuela,21.11921,-101.68043,Otro,Sin informacion,0,Instalado,pin
287,11PBH0034O,"Calle Laguna De Metztitlan Numero Exterior: 401 , Colonia Lomas D",Lomas De La Trinidad,urbana,León de los Aldama,Escuela,21.141494,-101.697145,Otro,Sin informacion,0,Instalado,pin
288,11PBH0035N,"Calle Burgos Numero Exterior: 1202 , Colonia San Juan Bosco (Vist",San Juan Bosco (Vista Hermosa),urbana,León de los Aldama,Escuela,21.134861,-100.711786,Otro,Sin informacion,0,Instalado,pin
289,11PBH0046T,"Boulevard Juan Alonso De Torres Numero Exterior: 2811 , Colonia L",Lindavista,urbana,León de los Aldama,Escuela,21.144952,-101.709616,Otro,Sin informacion,0,Instalado,pin
290,11PBH0055A,Avenida Eugenio Garza Sada S/N,Cerro Gordo,urbana,León de los Aldama,Escuela,21.16624,-101.71564,Otro,Sin informacion,0,Instalado,pin
291,11PBH0056Z,Donato Guerra Num. 114,Zona De Oro,urbana,León de los Aldama,Escuela,21.12204,-101.67918,Otro,Sin informacion,0,Instalado,pin
292,11PBH0119V,"Avenida Sion Numero Exterior: 202 , Conjunto Habitacional Villa D",Villa De Las Flores,urbana,León de los Aldama,Escuela,21.122643,-101.652709,Otro,Sin informacion,0,Instalado,pin
293,11PBH0123H,"Calle Conejo Numero Exterior: 701 , Congregacion San Pedro De Los",San Pedro De Los Hernandez,urbana,León de los Aldama,Escuela,21.1135,-101.63667,Otro,Sin informacion,0,Instalado,pin
294,11PBH0129B,Prolongacion Boulevard Campestre Num. 1721,No Aplica,urbana,León de los Aldama,Escuela,21.15223,-101.71627,Otro,Sin informacion,0,Instalado,pin
295,11PBH0130R,"Calle Juarez Numero Exterior: 224 , Colonia Centro, Codigo Postal",Centro,urbana,León de los Aldama,Escuela,21.12064,-101.68419,Otro,Sin informacion,0,Instalado,pin
296,11PBH0144U,Avenida Paseo De Jerez Num. 307,Jardines De Jerez,urbana,León de los Aldama,Escuela,21.10046,-101.6403,Otro,Sin informacion,0,Instalado,pin
297,11PBH0147R,"Calle Laguna De Metztitlan Numero Exterior: 401 , Colonia Lomas D",Lomas De La Trinidad,urbana,León de los Aldama,Escuela,21.141494,-101.697145,Otro,Sin informacion,0,Instalado,pin
298,11PBH0148Q,Carpinteros Num. 122,Hacienda Echeveste De Leon,urbana,León de los Aldama,Escuela,21.17818,-101.66481,Otro,Sin informacion,0,Instalado,pin
299,11PBH0188R,Avenida Leon Num. 1104,Villas Del Moral,urbana,León de los Aldama,Escuela,21.1504,-101.69592,Otro,Sin informacion,0,Instalado,pin
300,11PBH0192D,"Calle 5 De Mayo Numero Exterior: 411 , Colonia Obregon, Codigo Po",Obregon,urbana,León de los Aldama,Escuela,21.126617,-101.679879,Otro,Sin informacion,0,Instalado,pin
301,11PBH0193C,20 De Enero Num. 616,Obregon,urbana,León de los Aldama,Escuela,21.12941,-101.68097,Otro,Sin informacion,0,Instalado,pin
302,11PBH0196Z,Avenida Las Liebres Num. 110,No Aplica,urbana,León de los Aldama,Escuela,21.104603,-101.64195,Otro,Sin informacion,0,Instalado,pin
303,11PBH0200W,Ofebres Num. 104,No Aplica,urbana,León de los Aldama,Escuela,21.15281,-101.69596,Otro,Sin informacion,0,Instalado,pin
304,11PBH0206Q,"Calle Ignacio Altamirano Numero Exterior: 116 , Colonia Centro, C",Centro,urbana,León de los Aldama,Escuela,21.11978,-101.67914,Otro,Sin informacion,0,Instalado,pin
305,11PBH0212A,"Calle Francisco I. Madero Numero Exterior: 214  216, Colonia Cent",Centro,urbana,León de los Aldama,Escuela,21.121455,-101.680277,Otro,Sin informacion,0,Instalado,pin
306,11PBH0213Z,"Calle Aurelio Luis Gallardo Numero Exterior: 405 , Colonia Indust",Industrial (Hab.),urbana,León de los Aldama,Escuela,21.133135,-101.690819,Otro,Sin informacion,0,Instalado,pin
307,11PBH0214Z,Rosas Moreno Num. 219,San Juan De Dios,urbana,León de los Aldama,Escuela,21.11531,-101.68026,Otro,Sin informacion,0,Instalado,pin
308,11PBH0227C,5 De Febrero Num. 626,No Aplica,urbana,León de los Aldama,Escuela,21.11922,-101.67737,Otro,Sin informacion,0,Instalado,pin
309,11PBH0229A,Francisco I. Madero Num. 428 ,Zona Centro,urbana,León de los Aldama,Escuela,21.12044,-101.67783,Otro,Sin informacion,0,Instalado,pin
310,11PBH0242V,"Calle Pedro Moreno Numero Exterior: 810 , Colonia Centro, Codigo ",Centro,urbana,León de los Aldama,Escuela,21.121055,-101.673791,Otro,Sin informacion,0,Instalado,pin
311,11PBH0247Q,Emiliano Zapata Num. 314,Zona Centro,urbana,León de los Aldama,Escuela,21.11881,-101.67599,Otro,Sin informacion,0,Instalado,pin
312,11PBH0248P,"Calle Rio Almeria Numero Exterior: 201 , Fraccionamiento San Migu",San Miguel Infonavit,urbana,León de los Aldama,Escuela,21.099535,-101.676093,Otro,Sin informacion,0,Instalado,pin
313,11PBH0252B,5 De Febrero Num. 620,Zona Centro,urbana,León de los Aldama,Escuela,21.11927,-101.67752,Otro,Sin informacion,0,Instalado,pin
314,11PBH0255Z,Titania,San Rafael,urbana,León de los Aldama,Escuela,21.10819,-101.69025,Otro,Sin informacion,0,Instalado,pin
315,11PBH0256Y,"Boulevard Miguel De Cervantes Saavedra Numero Exterior: 308 , Col",El Salto,urbana,León de los Aldama,Escuela,21.120813,-101.707873,Otro,Sin informacion,0,Instalado,pin
316,11PBH0257X,"Calle Fidel Velazquez Numero Exterior: 68 , Unidad Habitacional U",Unidad Obrera Infonavit,urbana,León de los Aldama,Escuela,21.162198,-101.672808,Otro,Sin informacion,0,Instalado,pin
317,11PBH0259V,Juarez Num. 615 Boulevard Mariano Escobedo,Centro,urbana,León de los Aldama,Escuela,21.115318,-101.685896,Otro,Sin informacion,0,Instalado,pin
318,11PBH0260K,5 De Febrero Num. 414 Altamirano,Zona Centro,urbana,León de los Aldama,Escuela,21.119911,-101.678923,Otro,Sin informacion,0,Instalado,pin
319,11PBH0261J,"Calle Aurelio Luis Gallardo Numero Exterior: 405 , Colonia Indust",Industrial (Hab.),urbana,León de los Aldama,Escuela,21.133135,-101.690819,Otro,Sin informacion,0,Instalado,pin
320,11PBH0269B,"Calle 5 De Febrero Numero Exterior: 412  Y 414, Colonia Centro, C",Centro,urbana,León de los Aldama,Escuela,21.119988,-101.679035,Otro,Sin informacion,0,Instalado,pin
321,11PBH0285T,"Boulevard Mariano Escobedo Numero Exterior: 1202 , Colonia Leon M",Leon Moderno,urbana,León de los Aldama,Escuela,21.110669,-101.672576,Otro,Sin informacion,0,Instalado,pin
322,11PBH0286S,"Calle Dr. Hernandez Alvarez Numero Exterior: 341 , Barrio San Jua",San Juan De Dios,urbana,León de los Aldama,Escuela,21.114915,-101.676397,Otro,Sin informacion,0,Instalado,pin
323,11PBH0288Q,"Boulevard Talabarteros De Aurora Numero Exterior: 559 , Colonia C",Ciudad Aurora,urbana,León de los Aldama,Escuela,21.172139,-101.6714,Otro,Sin informacion,0,Instalado,pin
324,11PBH0295Z,Calzada De Los Heroes Num. 305 Diaz Miron,Centro,urbana,León de los Aldama,Escuela,21.118738,-101.670807,Otro,Sin informacion,0,Instalado,pin
325,11PBH0297Y,"Boulevard Adolfo Lopez Mateos Poniente Numero Exterior: 428 , Col",Centro,urbana,León de los Aldama,Escuela,21.126915,-101.68287,Otro,Sin informacion,0,Instalado,pin
326,11PBH0298X,"Boulevard Adolfo Lopez Mateos Poniente Numero Exterior: 428 , Col",Centro,urbana,León de los Aldama,Escuela,21.126915,-101.68287,Otro,Sin informacion,0,Instalado,pin
327,11PBH0300V,Donato Guerra Num. 111 Francisco I. Madero,Zona Centro,urbana,León de los Aldama,Escuela,21.122037,-101.679485,Otro,Sin informacion,0,Instalado,pin
328,11PBH0304R,"Boulevard Mariano Escobedo Numero Exterior: 4017 , Colonia Reside",Residencial San Isidro,urbana,León de los Aldama,Escuela,21.10445,-101.64698,Otro,Sin informacion,0,Instalado,pin
329,11PBH0309M,Francisco I. Madero Num. 409,Zona Centro,urbana,León de los Aldama,Escuela,21.12109,-101.67846,Otro,Sin informacion,0,Instalado,pin
330,11PBH0314Y,"Boulevard Adolfo Lopez Mateos Numero Exterior: 2601 , Barrio Guad",Guadalupe,urbana,León de los Aldama,Escuela,21.122222,-101.647961,Otro,Sin informacion,0,Instalado,pin
331,11PBH0318U,"Calle 5 De Febrero Numero Exterior: 412  Y 414, Colonia Centro, C",Centro,urbana,León de los Aldama,Escuela,21.119988,-101.679035,Otro,Sin informacion,0,Instalado,pin
332,11PBH0321H,"Calle Dr. Hernandez Alvarez Numero Exterior: 201 , Colonia Andrad",Andrade,urbana,León de los Aldama,Escuela,21.11798,-101.673102,Otro,Sin informacion,0,Instalado,pin
333,11PBH0323F,Ignacio Altamirano Num. 430 Y 432,San Juan De Dios,urbana,León de los Aldama,Escuela,21.114736,-101.680252,Otro,Sin informacion,0,Instalado,pin
334,11PBH0324E,Francisco I. Madero Num. 213 Pedro Moreno,Zona Centro,urbana,León de los Aldama,Escuela,21.121616,-101.68035,Otro,Sin informacion,0,Instalado,pin
335,11PBH0326C,Aquiles Serdan Num. 135-A Praxedis Guerrero,Zona Centro,urbana,León de los Aldama,Escuela,21.12395,-101.684797,Otro,Sin informacion,0,Instalado,pin
336,11PBH0327B,Hacienda San Gerardo Num. 427,San Nicolas Del Palote,urbana,León de los Aldama,Escuela,21.164605,-101.682114,Otro,Sin informacion,0,Instalado,pin
337,11PBH0334L,Antonio De Silva Num. 307,Villa Insurgentes,urbana,León de los Aldama,Escuela,21.14794,-101.664603,Otro,Sin informacion,0,Instalado,pin
338,11PBH0357W,"Calle Justo Sierra Numero Exterior: 443 , Colonia Centro, Codigo ",Centro,urbana,León de los Aldama,Escuela,21.119185,-101.685491,Otro,Sin informacion,0,Instalado,pin
339,11PBH0360J,"Avenida Paseo De Alfaro Numero Exterior: 1425 , Colonia Providenc",Providencia,urbana,León de los Aldama,Escuela,21.134632,-101.612841,Otro,Sin informacion,0,Instalado,pin
340,11PBH0361I,"Avenida Las Americas Numero Exterior: 502 , Colonia Andrade, Codi",Andrade,urbana,León de los Aldama,Escuela,21.114527,-101.672599,Otro,Sin informacion,0,Instalado,pin
341,11PBH0368B,"Boulevard Antonio Madrazo Numero Exterior: 7010 , Colonia El Cons",El Consuelo,urbana,León de los Aldama,Escuela,21.168725,-101.64328,Otro,Sin informacion,0,Instalado,pin
342,11PBH0387Q,"Calle Independencia Numero Exterior: 125 , Colonia Centro, Codigo",Centro,urbana,León de los Aldama,Escuela,21.119624,-101.680664,Otro,Sin informacion,0,Instalado,pin
343,11PBH3006M,"Calle Circunvalacion Poniente Numero Exterior: 1144 , Fraccionami",Panorama,urbana,León de los Aldama,Escuela,21.14864,-101.69777,Otro,Sin informacion,0,Instalado,pin
344,11PBH3039D,"Avenida San Sebastian Numero Exterior: 505 , Colonia La Martinica",La Martinica,urbana,León de los Aldama,Escuela,21.11305,-101.66264,Otro,Sin informacion,0,Instalado,pin
345,11PBH3045O,"Calle Camino De Alfaro Numero Exterior: 1015 , Colonia Cañada De ",Cañada De Alfaro,rural,León de los Aldama,Escuela,21.126933,-101.62145,Otro,Sin informacion,0,Instalado,pin
346,11PBH3048L,"Calle Aquiles Serdan Numero Exterior: 221 , Colonia Centro, Codig",Centro,urbana,León de los Aldama,Escuela,21.12567,-101.68452,Otro,Sin informacion,0,Instalado,pin
347,11PBH3086O,"Boulevard Juan Alonso De Torres Numero Exterior: 3602 , Colonia M",Maravillas,urbana,León de los Aldama,Escuela,21.141719,-101.635304,Otro,Sin informacion,0,Instalado,pin
348,11PBH3088M,"Boulevard J. Manuel Lopez Sanabria Numero Exterior: 220 , Colonia",Lomas Del Campestre,urbana,León de los Aldama,Escuela,21.15283,-101.70179,Otro,Sin informacion,0,Instalado,pin
349,11PBH3149J,Emiliano Zapata Num. 417,Zona Centro,urbana,León de los Aldama,Escuela,21.11753,-101.68225,Otro,Sin informacion,0,Instalado,pin
350,11PBH3183Q,Juan Valle Num. 1015 ,San Miguel,urbana,León de los Aldama,Escuela,21.10941,-101.67909,Otro,Sin informacion,0,Instalado,pin
351,11PBH3222B,"Boulevard Ibarrilla Numero Exterior: 802 , Colonia Arboledas De I",Arboledas De Ibarrilla,urbana,León de los Aldama,Escuela,21.16642,-101.6603,Otro,Sin informacion,0,Instalado,pin
352,11PBH3280S,"Calle Felipe B. Martinez Chapa Numero Exterior: 102 , Fraccionami",Real Campestre,urbana,León de los Aldama,Escuela,21.16455,-101.6916,Otro,Sin informacion,0,Instalado,pin
353,11PBH3285N,"Boulevard Juan Alonso De Torres Numero Exterior: 1928 , Colonia V",Valle Del Campestre,urbana,León de los Aldama,Escuela,21.16825,-101.70919,Otro,Sin informacion,0,Instalado,pin
354,11PBH3309G,5 De Mayo Num. 407,Zona Centro,urbana,León de los Aldama,Escuela,21.12683,-101.68004,Otro,Sin informacion,0,Instalado,pin
355,11PBH3312U,"Boulevard La Luz Numero Exterior: 2317 , Conjunto Habitacional Vi",Villa De Las Flores,urbana,León de los Aldama,Escuela,21.11954,-101.64938,Otro,Sin informacion,0,Instalado,pin
356,11PBH3327W,Avenida Paseo De Jerez Num. 815 Norte,Jardines De San Pedro,urbana,León de los Aldama,Escuela,21.11497,-101.6348,Otro,Sin informacion,0,Instalado,pin
357,11PBH3369V,"Boulevard Juan Jose Torres Landa Numero Exterior: 1002 , Colonia ",Las Americas,urbana,León de los Aldama,Escuela,21.105261,-101.69534,Otro,Sin informacion,0,Instalado,pin
358,11PBH3395T,"Calle Pegaso Numero Exterior: 805 , Colonia Popular Anaya, Codigo",Popular Anaya,urbana,León de los Aldama,Escuela,21.1329,-101.66877,Otro,Sin informacion,0,Instalado,pin
359,11PBH3410V,"Calle Agustin Melgar Numero Exterior: 102 , Colonia Heroes De Cha",Heroes De Chapultepec,urbana,León de los Aldama,Escuela,21.140326,-101.675777,Otro,Sin informacion,0,Instalado,pin
360,11PBH3448H,"Calle Guatemala Numero Exterior: 519 , Colonia Obrera, Codigo Pos",Obrera,urbana,León de los Aldama,Escuela,21.12861,-101.69366,Otro,Sin informacion,0,Instalado,pin
361,11PBH3523Y,Prolongacion Boulevard Campestre Num. 2600,Lomas Del Refugio,urbana,León de los Aldama,Escuela,21.15271,-101.71913,Otro,Sin informacion,0,Instalado,pin
362,11PBH3616N,Tierra Blanca Num. 619 ,San Miguel,urbana,León de los Aldama,Escuela,21.1019,-101.68173,Otro,Sin informacion,0,Instalado,pin
363,11PBH3633D,"Boulevard Padre Jorge Vertiz Campero Numero Exterior: 1618 , Colo",Fracciones Del Crespo,urbana,León de los Aldama,Escuela,21.12082,-101.62976,Otro,Sin informacion,0,Instalado,pin
364,11PBH3654Q,"Calle Cofradia Numero Exterior: 202 , Colonia El Palote, Codigo P",El Palote,urbana,León de los Aldama,Escuela,21.172616,-101.679472,Otro,Sin informacion,0,Instalado,pin
365,11PBH3692T,Coralina Num. 110,Arboledas De Ibarrilla,urbana,León de los Aldama,Escuela,21.16395,-101.66112,Otro,Sin informacion,0,Instalado,pin
366,11PBH3760Z,"Boulevard Ibarrilla Numero Exterior: 309 , Colonia El Peluchan, C",El Peluchan,urbana,León de los Aldama,Escuela,21.168662,-101.660651,Otro,Sin informacion,0,Instalado,pin
367,11PBH3781M,"Calle Emiliano Zapata Numero Exterior: 235 , Colonia Centro, Codi",Centro,urbana,León de los Aldama,Escuela,21.119243,-101.681681,Otro,Sin informacion,0,Instalado,pin
368,11PBH3802I,Madero Num. 801,Zona Centro,urbana,León de los Aldama,Escuela,21.11988,-101.67442,Otro,Sin informacion,0,Instalado,pin
369,11PBH3808C,"Boulevard Juan Alonso De Torres Numero Exterior: 3505 , Colonia L",La Esperanza De Alfaro,urbana,León de los Aldama,Escuela,21.134105,-101.612659,Otro,Sin informacion,0,Instalado,pin
370,11PBH3810R,Boulevard Mariano Escobedo Poniente Num. 3301 -A,John F. Kennedy,urbana,León de los Aldama,Escuela,21.116921,-101.706864,Otro,Sin informacion,0,Instalado,pin
371,11PBH3833B,Boulevard Juan Jose Torres Landa Num. 6501,Jardines De Jerez,urbana,León de los Aldama,Escuela,21.097801,-101.640774,Otro,Sin informacion,0,Instalado,pin
372,11PBH3844H,"Boulevard Jose Maria Morelos Numero Exterior: 2008 , Colonia Balc",Balcones Del Campestre,urbana,León de los Aldama,Escuela,21.173781,-101.705819,Otro,Sin informacion,0,Instalado,pin
373,11PBH3867S,"Boulevard Omega Numero Exterior: 1009 , Colonia Paseos De La Cast",Paseos De La Castellana,urbana,León de los Aldama,Escuela,21.079995,-101.626966,Otro,Sin informacion,0,Instalado,pin
374,11PBH3903G,"Calle Prolongacion Juarez Numero Exterior: 2103 , Colonia La Luz,",La Luz,urbana,León de los Aldama,Escuela,21.101442,-101.691994,Otro,Sin informacion,0,Instalado,pin
375,11PBH3926R,"Calle Hidalgo Numero Exterior: 412 , Colonia Obregon, Codigo Post",Obregon,urbana,León de los Aldama,Escuela,21.12721,-101.6805,Otro,Sin informacion,0,Instalado,pin
376,11PBH3934Z,Boulevard Adolfo Lopez Mateos Num. 303 Poniente,Zona Centro,urbana,León de los Aldama,Escuela,21.125751,-101.6837,Otro,Sin informacion,0,Instalado,pin
377,11PBH3936Y,"Avenida Juarez Numero Exterior: 232 , Colonia Centro, Codigo Post",Centro,urbana,León de los Aldama,Escuela,21.120186,-101.684082,Otro,Sin informacion,0,Instalado,pin
378,11PBH3937X,"Calle Pino Suarez Numero Exterior: 319 , Colonia Centro, Codigo P",Centro,urbana,León de los Aldama,Escuela,21.11858,-101.683286,Otro,Sin informacion,0,Instalado,pin
379,11PBH3939V,"Boulevard Jose Maria Morelos Numero Exterior: 5520 , Colonia La J",La Joya,urbana,ALTOR [ESCUELA],Escuela,21.172366,-101.760802,Otro,Sin informacion,0,Instalado,pin
380,11PBH3962W,Calle Prolongacion Paseo De Los Insurgentes Numero Exterior: 2618,El Refugio Campestre,urbana,León de los Aldama,Escuela,21.149166,-101.719544,Otro,Sin informacion,0,Instalado,pin
381,11PCT0005N,Boulevard Roma Num. 1001,Leon Moderno,urbana,León de los Aldama,Escuela,21.11147,-101.66725,Otro,Sin informacion,0,Instalado,pin
382,11PCT0011Y,"Calle Francisco I. Madero Numero Exterior: 506 , Colonia Centro, ",Centro,urbana,León de los Aldama,Escuela,21.12046,-101.677354,Otro,Sin informacion,0,Instalado,pin
383,11PCT0015U,Emiliano Zapata Num. 314,Zona Centro,urbana,León de los Aldama,Escuela,21.11881,-101.67599,Otro,Sin informacion,0,Instalado,pin
384,11PCT0032K,"Avenida Calzada Tepeyac Numero Exterior: 204 , Colonia Leon Moder",Leon Moderno,urbana,León de los Aldama,Escuela,21.11561,-101.66821,Otro,Sin informacion,0,Instalado,pin
385,11PCT0037F,Ignacio Altamirano Num. 430 Y 432,San Juan De Dios,urbana,León de los Aldama,Escuela,21.114736,-101.680252,Otro,Sin informacion,0,Instalado,pin
386,11PCT0042R,Madero Num. 509 ,Zona Centro,urbana,León de los Aldama,Escuela,21.12074,-101.67699,Otro,Sin informacion,0,Instalado,pin
387,11PCT0048L,5 De Febrero Num. 620,Zona Centro,urbana,León de los Aldama,Escuela,21.11927,-101.67752,Otro,Sin informacion,0,Instalado,pin
388,11PCT0051Z,5 De Febrero Num. 707,Zona Centro,urbana,León de los Aldama,Escuela,21.120069,-101.678356,Otro,Sin informacion,0,Instalado,pin
389,11PCT0060G,20 De Enero Num. 616,Obregon,urbana,León de los Aldama,Escuela,21.12941,-101.68097,Otro,Sin informacion,0,Instalado,pin
390,11PCT0066A,Madero Num. 428,Zona Centro,urbana,León de los Aldama,Escuela,21.12042,-101.67777,Otro,Sin informacion,0,Instalado,pin
391,11PCT0070N,"Calle Pradera Numero Exterior: 910 , Colonia Parque Manzanares, C",Parque Manzanares,urbana,León de los Aldama,Escuela,21.10411,-101.64928,Otro,Sin informacion,0,Instalado,pin
392,11PCT0072L,Hilario Medina Num. 700,La Candelaria,urbana,León de los Aldama,Escuela,21.12805,-101.66039,Otro,Sin informacion,0,Instalado,pin
393,11PCT0073K,Tierra Colorada Num. 109,Jardines Del Moral,urbana,León de los Aldama,Escuela,21.09892,-101.67575,Otro,Sin informacion,0,Instalado,pin
394,11PCT0074J,"Avenida Paseo De Los Insurgentes Numero Exterior: 1403 , Colonia ",Granada,urbana,León de los Aldama,Escuela,21.145004,-101.698525,Otro,Sin informacion,0,Instalado,pin
395,11PCT0077G,Emiliano Zapata Num. 231,Zona Centro,urbana,León de los Aldama,Escuela,21.11941,-101.68158,Otro,Sin informacion,0,Instalado,pin
396,11PCT0080U,Calzada De Los Heroes Num. 305 Diaz Miron,Centro,urbana,León de los Aldama,Escuela,21.118738,-101.670807,Otro,Sin informacion,0,Instalado,pin
397,11PCT0081T,Avenida De Las Exposiciones Num. 901,Satelite Las Hilamas,urbana,León de los Aldama,Escuela,21.117445,-101.725382,Otro,Sin informacion,0,Instalado,pin
398,11PCT0084Q,Calzada De Los Niños Heroes Num. 708 Y 710-A,La Martinica,urbana,León de los Aldama,Escuela,21.117044,-101.662641,Otro,Sin informacion,0,Instalado,pin
399,11PCT0085P,Privada Hacienda San Gerardo Num. 102,San Nicolas Del Palote,urbana,León de los Aldama,Escuela,21.162458,-101.680897,Otro,Sin informacion,0,Instalado,pin
400,11PCT0086O,"Calle Noriega Numero Exterior: 104 , Colonia Obregon, Codigo Post",Obregon,urbana,León de los Aldama,Escuela,21.131674,-101.686611,Otro,Sin informacion,0,Instalado,pin
401,11PCT0095W,"Calle Francisco I. Madero Numero Exterior: 214  216, Colonia Cent",Centro,urbana,León de los Aldama,Escuela,21.121455,-101.680277,Otro,Sin informacion,0,Instalado,pin
402,11PDI0001U,"Boulevard Venustiano Carranza Numero Exterior: 802 , Barrio San M",San Miguel,urbana,León de los Aldama,Escuela,21.101071,-101.687791,Otro,Sin informacion,0,Instalado,pin
403,11PDI0018U,La Medalla Num. 105,La Medallla,urbana,León de los Aldama,Escuela,21.16658,-101.66232,Otro,Sin informacion,3,Instalado,pin
404,11PDI0030P,"Calle Omicron Numero Exterior: 506 , Zona Industrial Industrial D",Industrial Delta,urbana,León de los Aldama,Escuela,21.081294,-101.622454,Otro,Sin informacion,6,Instalado,pin
405,11PDI0033M,Independencia Num. 2005,San Miguel,urbana,León de los Aldama,Escuela,21.093907,-101.686293,Otro,Sin informacion,7,Instalado,pin
406,11PDI0049N,Insurgentes Num. 703,Obregon,urbana,León de los Aldama,Escuela,21.12061,-101.68941,Otro,Sin informacion,15,Instalado,pin
407,11PDI0055Y,Fresno De Jerez Num. 103,Jardines De Jerez,urbana,León de los Aldama,Escuela,21.08962,-101.648791,Otro,Sin informacion,0,Instalado,pin
408,11PDI0056X,"Calle Granados Numero Exterior: 101 , Colonia Leon Moderno, Codig",Leon Moderno,urbana,León de los Aldama,Escuela,21.113993,-101.667004,Otro,Sin informacion,1,Instalado,pin
409,11PDI0061I,Avenida Centro Comercial Los Paraisos Num. 107,Los Paraisos,urbana,León de los Aldama,Escuela,21.140217,-101.692517,Otro,Sin informacion,4,Instalado,pin
410,11PDI0067C,20 De Enero Num. 217,Zona Centro,urbana,León de los Aldama,Escuela,21.124816,-101.683145,Otro,Sin informacion,0,Instalado,pin
411,11PDI0068B,Juan De La Barrera Num. 1420,San Jeronimo Ii,urbana,León de los Aldama,Escuela,21.153651,-101.672274,Otro,Sin informacion,0,Instalado,pin
412,11PDI0069A,Rio Soto La Marina Num. 201,Fraccionamiento San Miguel,urbana,León de los Aldama,Escuela,21.09938,-101.676664,Otro,Sin informacion,0,Instalado,pin
413,11PDI0078I,Diego De Hinojosa S/N,Fraccionamiento Las Trojes,urbana,León de los Aldama,Escuela,21.13316,-101.66662,Otro,Sin informacion,0,Instalado,pin
414,11PDI0080X,Juan Nepomuceno Herrera Num. 910 Las Palmas,Predio El Tunal,urbana,León de los Aldama,Escuela,21.151322,-101.688427,Otro,Sin informacion,5,Instalado,pin
415,11PDI0087Q,"Calle Egipto Numero Exterior: 1005 , Colonia Los Angeles, Codigo ",Los Angeles,urbana,León de los Aldama,Escuela,21.133106,-101.643067,Otro,Sin informacion,0,Instalado,pin
416,11PDI0088P,"Avenida De Los Industriales Numero Exterior: 309 , Zona Industria",Industrial Julian De Obregon,urbana,León de los Aldama,Escuela,21.104114,-101.630423,Otro,Sin informacion,4,Instalado,pin
417,11PES0002Z,"Independencia Num. 202 Esquina Diaz Miron, En El Centro",Zona Centro,urbana,León de los Aldama,Escuela,21.11868,-101.68114,Otro,Sin informacion,78,Instalado,pin
418,11PES0009S,"Boulevard Vicente Valtierra Numero Exterior: 1303 , Colonia Popul",Popular Anaya,urbana,León de los Aldama,Escuela,21.132441,-101.669977,Otro,Sin informacion,54,Instalado,pin
419,11PES0010H,"Calzada Tepeyac Numero Exterior: 609 , Colonia Leon Moderno, Codi",Leon Moderno,urbana,León de los Aldama,Escuela,21.111445,-101.66963,Otro,Sin informacion,126,Instalado,pin
420,11PES0012F,Guayana Num. 109 ,Obrera,urbana,León de los Aldama,Escuela,21.12961,-101.68902,Otro,Sin informacion,66,Instalado,pin
421,11PES0066J,"Calzada Tepeyac Numero Exterior: 609 , Colonia Leon Moderno, Codi",Leon Moderno,urbana,León de los Aldama,Escuela,21.111445,-101.66963,Otro,Sin informacion,235,Instalado,pin
422,11PES0067I,"Calle Aquiles Serdan Numero Exterior: 221 , Colonia Centro, Codig",Centro,urbana,León de los Aldama,Escuela,21.12567,-101.68452,Otro,Sin informacion,201,Instalado,pin
423,11PES0068H,"Calle Circunvalacion Poniente Numero Exterior: 1144 , Fraccionami",Panorama,urbana,León de los Aldama,Escuela,21.14864,-101.69777,Otro,Sin informacion,298,Instalado,pin
424,11PES0069G,"Calle Paloma Numero Exterior: 202 , Colonia San Sebastian, Codigo",San Sebastian,urbana,León de los Aldama,Escuela,21.10398,-101.69694,Otro,Sin informacion,195,Instalado,pin
425,11PES0070W,"Calle Fray Daniel Mireles Numero Exterior: 801 , Colonia La Cande",La Candelaria,urbana,León de los Aldama,Escuela,21.12638,-101.66016,Otro,Sin informacion,443,Instalado,pin
426,11PES0072U,Acapulco Num. 501,El Coecillo,urbana,León de los Aldama,Escuela,21.12727,-101.66597,Otro,Sin informacion,201,Instalado,pin
427,11PES0074S,Bernardo Chavez Num. 406 J. Jesus Gonzalez,Los Fresnos,urbana,León de los Aldama,Escuela,21.10608,-101.69113,Otro,Sin informacion,67,Instalado,pin
428,11PES0076Q,"Boulevard Juan Jose Torres Landa Numero Exterior: 504 , Barrio Sa",San Miguel,urbana,León de los Aldama,Escuela,21.1013,-101.68391,Otro,Sin informacion,215,Instalado,pin
429,11PES0077P,Pino Suarez Num. 644 ,Zona Centro,urbana,León de los Aldama,Escuela,21.11431,-101.68564,Otro,Sin informacion,107,Instalado,pin
430,11PES0079N,"Boulevard Padre Jorge Vertiz Campero Numero Exterior: 1618 , Colo",Fracciones Del Crespo,urbana,León de los Aldama,Escuela,21.12082,-101.62976,Otro,Sin informacion,623,Instalado,pin
